date,description,category
2016-10-10,blnja maingguan,Belanja
2016-10-10,fee adm,Lainnya
2016-10-11,main ke mall,Hiburan
2016-10-11,sgabun,Belanja
2016-10-11,moddal nanem,Investasi
2016-10-11,kopi pagi,Makanan & Minuman
2016-10-11,side job,Gaji
2016-10-11,bioskop,Hiburan
2016-10-11,tissue,Belanja
2016-10-11,lain-lain,Lainnya
2016-10-12,alfa,Belanja
2016-10-12,prkir,Tagihan
2016-10-12,nvst,Investasi
2016-10-13,nabung,Investasi
2016-10-13,indomrt,Belanja
2016-10-13,alfa,Belanja
2016-10-14,sore snack,Makanan & Minuman
2016-10-14,main ke mall,Hiburan
2016-10-14,ke mall main,Hiburan
2016-10-14,mian ke mall,Hiburan
2016-10-14,pagi ngojpi,Makanan & Minuman
2016-10-14,awrteg,Makanan & Minuman
2016-10-14,mingguan belanja blnan,Belanja
2016-10-15,jajgann ore,Makanan & Minuman
2016-10-15,bioskop,Hiburan
2016-10-15,cemilna,Makanan & Minuman
2016-10-15,kpi pagi,Makanan & Minuman
2016-10-15,air,Tagihan
2016-10-15,kebutuan pojkok,Belanja
2016-10-16,pls,Tagihan
2016-10-16,indomrt,Belanja
2016-10-16,mam iang,Makanan & Minuman
2016-10-16,air,Tagihan
2016-10-16,abnga ank,Investasi
2016-10-17,byr iuran,Tagihan
2016-10-17,ngoi pagi,Makanan & Minuman
2016-10-17,kpi pagi,Makanan & Minuman
2016-10-17,lmkan malam,Makanan & Minuman
2016-10-18,bysaya admin,Lainnya
2016-10-18,tisue,Belanja
2016-10-18,kbtuhan pokok,Belanja
2016-10-18,jbnga bank,Investasi
2016-10-18,lain-lain,Lainnya
2016-10-18,belanja mingguan,Belanja
2016-10-18,kbtuhan pokok,Belanja
2016-10-19,lai-lain,Lainnya
2016-10-19,bjioskop,Hiburan
2016-10-19,byaya adm,Lainnya
2016-10-19,alfa,Belanja
2016-10-19,token,Tagihan
2016-10-19,sabun,Belanja
2016-10-19,listrik,Tagihan
2016-10-19,air,Tagihan
2016-10-19,lain-lain,Lainnya
2016-10-20,siang makan,Makanan & Minuman
2016-10-20,boiskop,Hiburan
2016-10-20,lai-lain,Lainnya
2016-10-20,lfa,Belanja
2016-10-20,mkn malam,Makanan & Minuman
2016-10-20,top up ame,Hiburan
2016-10-20,wrg nasi,Makanan & Minuman
2016-10-20,tisu,Belanja
2016-10-20,mngguan belanja kebutuhan,Belanja
2016-10-20,listrik,Tagihan
2016-10-21,bioskop,Hiburan
2016-10-21,pls,Tagihan
2016-10-21,mam sing,Makanan & Minuman
2016-10-21,insentif,Gaji
2016-10-21,bioskop,Hiburan
2016-10-21,wrg nasi,Makanan & Minuman
2016-10-22,bpjs,Tagihan
2016-10-22,bya admn,Lainnya
2016-10-22,listrik,Tagihan
2016-10-22,bayar parkir,Tagihan
2016-10-22,fee adm,Lainnya
2016-10-22,bioskop,Hiburan
2016-10-22,parkir,Tagihan
2016-10-23,alfamart,Belanja
2016-10-23,bpjs,Tagihan
2016-10-23,malam mkan,Makanan & Minuman
2016-10-23,lain-lain,Lainnya
2016-10-23,siang mam,Makanan & Minuman
2016-10-23,insentif,Gaji
2016-10-23,tisue,Belanja
2016-10-24,side job,Gaji
2016-10-24,tbunlgan,Investasi
2016-10-24,siang mkn,Makanan & Minuman
2016-10-24,tp up gmae,Hiburan
2016-10-24,striming,Hiburan
2016-10-25,snack osre,Makanan & Minuman
2016-10-25,iuran byr,Tagihan
2016-10-25,gopud,Makanan & Minuman
2016-10-25,pulsa,Tagihan
2016-10-25,ke mall main,Hiburan
2016-10-26,asbun,Belanja
2016-10-26,tisue,Belanja
2016-10-26,belanja dapur,Belanja
2016-10-26,bya adm,Lainnya
2016-10-26,tissue,Belanja
2016-10-26,admn bya,Lainnya
2016-10-26,gme isi,Hiburan
2016-10-26,amin ke mall,Hiburan
2016-10-26,air,Tagihan
2016-10-27,tissu,Belanja
2016-10-27,prkir,Tagihan
2016-10-27,air,Tagihan
2016-10-28,adm bykaya,Lainnya
2016-10-28,afla,Belanja
2016-10-28,sabun,Belanja
2016-10-28,ngopi pagi,Makanan & Minuman
2016-10-29,main ke mfall,Hiburan
2016-10-29,striming,Hiburan
2016-10-29,ain-lain,Lainnya
2016-10-29,ain ke mall,Hiburan
2016-10-29,bpjs,Tagihan
2016-10-29,sabun,Belanja
2016-10-29,bioskop,Hiburan
2016-10-29,bonus,Gaji
2016-10-29,biaya adm,Lainnya
2016-10-30,air,Tagihan
2016-10-30,prkir,Tagihan
2016-10-30,internetan,Tagihan
2016-10-30,cemilan,Makanan & Minuman
2016-10-30,lain-alin,Lainnya
2016-10-30,streaming,Hiburan
2016-10-31,lain-lan,Lainnya
2016-10-31,bayar parkir,Tagihan
2016-10-31,bpjs,Tagihan
2016-10-31,lain-lain,Lainnya
2016-10-31,simpanan,Investasi
2016-10-31,main ke mall,Hiburan
2016-10-31,ijnternet,Tagihan
2016-11-01,kbtuhan polkok,Belanja
2016-11-02,inteest,Investasi
2016-11-02,wartdeg,Makanan & Minuman
2016-11-02,alpamart,Belanja
2016-11-02,ke mall main,Hiburan
2016-11-02,alpamart,Belanja
2016-11-02,invest,Investasi
2016-11-02,lafin-lain,Lainnya
2016-11-03,fee admin,Lainnya
2016-11-03,byaya adm,Lainnya
2016-11-03,bjs,Tagihan
2016-11-03,lain-lain,Lainnya
2016-11-04,gopud,Makanan & Minuman
2016-11-04,lstrk,Tagihan
2016-11-04,mam saing,Makanan & Minuman
2016-11-04,tbungan,Investasi
2016-11-04,lain-lain,Lainnya
2016-11-04,kpi pagi,Makanan & Minuman
2016-11-04,main ke mall,Hiburan
2016-11-05,indomrt,Belanja
2016-11-05,sabfun,Belanja
2016-11-05,tiseu,Belanja
2016-11-05,cemilan,Makanan & Minuman
2016-11-06,wrg nasi,Makanan & Minuman
2016-11-06,netflisxan,Hiburan
2016-11-06,bya adgmin,Lainnya
2016-11-06,sore jajn,Makanan & Minuman
2016-11-06,pokok kbtuhan,Belanja
2016-11-06,jpaketan,Tagihan
2016-11-06,bpjs,Tagihan
2016-11-06,cemilan,Makanan & Minuman
2016-11-06,internet,Tagihan
2016-11-06,bpjs,Tagihan
2016-11-07,lain-lain,Lainnya
2016-11-07,sock dapur minggaun,Belanja
2016-11-07,iuran blnna,Tagihan
2016-11-07,iuran bulanna,Tagihan
2016-11-07,bya admin,Lainnya
2016-11-07,top up game,Hiburan
2016-11-07,kebtuan pokok,Belanja
2016-11-07,gaijan,Gaji
2016-11-07,netflixan,Hiburan
2016-11-07,lain-lain,Lainnya
2016-11-07,gsiang mam,Makanan & Minuman
2016-11-08,netflixan,Hiburan
2016-11-08,cdemilan,Makanan & Minuman
2016-11-08,biay agdmin,Lainnya
2016-11-09,main ke mall,Hiburan
2016-11-09,byr iuran,Tagihan
2016-11-09,lstriik,Tagihan
2016-11-09,iurn bln,Tagihan
2016-11-09,bapjs,Tagihan
2016-11-09,mkn malam,Makanan & Minuman
2016-11-09,cb,Investasi
2016-11-09,streaming,Hiburan
2016-11-10,strimnig,Hiburan
2016-11-10,admin biya,Lainnya
2016-11-10,prkir,Tagihan
2016-11-10,parkir,Tagihan
2016-11-10,inves,Investasi
2016-11-11,stock dapur mingguan,Belanja
2016-11-11,bioskop,Hiburan
2016-11-11,main ke mall,Hiburan
2016-11-11,byaya admin,Lainnya
2016-11-11,up tp game,Hiburan
2016-11-11,mkn siang,Makanan & Minuman
2016-11-11,prkir,Tagihan
2016-11-11,token,Tagihan
2016-11-11,topup gam,Hiburan
2016-11-12,mkn malam,Makanan & Minuman
2016-11-12,insentif,Gaji
2016-11-12,topup gam,Hiburan
2016-11-12,lain-lain,Lainnya
2016-11-12,cemilan,Makanan & Minuman
2016-11-12,gam topup,Hiburan
2016-11-13,listrik,Tagihan
2016-11-13,warteg,Makanan & Minuman
2016-11-13,stock dapur mingguan,Belanja
2016-11-13,listrik,Tagihan
2016-11-14,pls,Tagihan
2016-11-14,pulsa isi,Tagihan
2016-11-14,bpjs,Tagihan
2016-11-14,lain-lain,Lainnya
2016-11-14,sabnu,Belanja
2016-11-15,mkn malam,Makanan & Minuman
2016-11-15,kopi pagi,Makanan & Minuman
2016-11-15,lain-lain,Lainnya
2016-11-15,iurn bln,Tagihan
2016-11-15,pokok kbtuhan,Belanja
2016-11-15,tp up game,Hiburan
2016-11-15,lain-lain,Lainnya
2016-11-15,iurn bln,Tagihan
2016-11-15,belanja kebutuhan minggan,Belanja
2016-11-15,pulsa,Tagihan
2016-11-16,byaya admn,Lainnya
2016-11-16,topup gam,Hiburan
2016-11-16,air,Tagihan
2016-11-16,tissu,Belanja
2016-11-16,lain-lain,Lainnya
2016-11-16,cemilan,Makanan & Minuman
2016-11-16,isi pulsa,Tagihan
2016-11-17,tissu,Belanja
2016-11-17,tisue,Belanja
2016-11-17,mam malam,Makanan & Minuman
2016-11-17,cemilan,Makanan & Minuman
2016-11-17,main ke mall,Hiburan
2016-11-17,sack sore,Makanan & Minuman
2016-11-17,tisue,Belanja
2016-11-17,iuran blnan,Tagihan
2016-11-17,mall ke mhain,Hiburan
2016-11-17,sabun,Belanja
2016-11-18,lain-lain,Lainnya
2016-11-18,biya admn,Lainnya
2016-11-18,ain-lain,Lainnya
2016-11-18,bpjs,Tagihan
2016-11-18,minggan blnn belanja,Belanja
2016-11-18,streming,Hiburan
2016-11-18,gam otpup,Hiburan
2016-11-18,bonus,Gaji
2016-11-18,netflixan,Hiburan
2016-11-19,gaji blnan,Gaji
2016-11-19,air,Tagihan
2016-11-19,gofud,Makanan & Minuman
2016-11-19,warteg,Makanan & Minuman
2016-11-19,keb. pokok,Belanja
2016-11-20,lstreaming,Hiburan
2016-11-20,bisokop,Hiburan
2016-11-20,simpaan,Investasi
2016-11-20,waarteg,Makanan & Minuman
2016-11-20,blnja mingguan,Belanja
2016-11-21,biya dmn,Lainnya
2016-11-21,top up game,Hiburan
2016-11-21,pls,Tagihan
2016-11-21,lain-lain,Lainnya
2016-11-21,bulanan mingguan belanja,Belanja
2016-11-21,cash back,Investasi
2016-11-21,idm,Belanja
2016-11-21,token,Tagihan
2016-11-21,insentif,Gaji
2016-11-22,insentif,Gaji
2016-11-22,game up tp,Hiburan
2016-11-22,ke main mall,Hiburan
2016-11-22,parkir,Tagihan
2016-11-22,biokskop,Hiburan
2016-11-22,lain-lain,Lainnya
2016-11-22,tisue,Belanja
2016-11-22,byaya admn,Lainnya
2016-11-22,biya admin,Lainnya
2016-11-23,fee admin,Lainnya
2016-11-23,minguan blnan elanja,Belanja
2016-11-23,sabun,Belanja
2016-11-23,indomart,Belanja
2016-11-24,malam mam,Makanan & Minuman
2016-11-24,netflilxan,Hiburan
2016-11-24,bioskop,Hiburan
2016-11-24,idm,Belanja
2016-11-24,paig kopi,Makanan & Minuman
2016-11-24,biya admin,Lainnya
2016-11-25,ngopi pagi,Makanan & Minuman
2016-11-25,gfod,Makanan & Minuman
2016-11-25,lstrk,Tagihan
2016-11-25,lstrik,Tagihan
2016-11-25,lain-lain,Lainnya
2016-11-25,kopi pagi,Makanan & Minuman
2016-11-25,biya adm,Lainnya
2016-11-25,abung,Investasi
2016-11-26,sabdun,Belanja
2016-11-26,pls,Tagihan
2016-11-26,token,Tagihan
2016-11-26,kebutuan pookk,Belanja
2016-11-26,listrhik,Tagihan
2016-11-26,laifn-lain,Lainnya
2016-11-26,striming,Hiburan
2016-11-26,dpt cashback,Investasi
2016-11-26,side job,Gaji
2016-11-27,indomaret,Belanja
2016-11-27,adm biaya,Lainnya
2016-11-28,bikoskop,Hiburan
2016-11-28,nyemli sore,Makanan & Minuman
2016-11-28,insentjif,Gaji
2016-11-28,isi gme,Hiburan
2016-11-28,mall main ke,Hiburan
2016-11-28,netflixan,Hiburan
2016-11-29,air,Tagihan
2016-11-29,malam makan,Makanan & Minuman
2016-11-29,air,Tagihan
2016-11-29,adm biya,Lainnya
2016-11-29,cashbk,Investasi
2016-11-29,isi gae,Hiburan
2016-11-29,lain-lain,Lainnya
2016-11-29,siang makan,Makanan & Minuman
2016-11-29,mani ke mall,Hiburan
2016-11-29,bnga bank,Investasi
2016-11-29,top up game,Hiburan
2016-11-29,lain-lian,Lainnya
2016-11-29,biya adm,Lainnya
2016-11-30,keb. pokok,Belanja
2016-11-30,lain-lain,Lainnya
2016-11-30,lain-lain,Lainnya
2016-11-30,frilens,Gaji
2016-12-01,nyemil sore,Makanan & Minuman
2016-12-01,interest,Investasi
2016-12-01,biya adm,Lainnya
2016-12-01,admin bya,Lainnya
2016-12-01,fee admn,Lainnya
2016-12-01,bya admin,Lainnya
2016-12-01,isi game,Hiburan
2016-12-02,mkn siang,Makanan & Minuman
2016-12-02,bioskop,Hiburan
2016-12-02,air,Tagihan
2016-12-02,bonus,Gaji
2016-12-02,biya admin,Lainnya
2016-12-02,fee admn,Lainnya
2016-12-03,tise,Belanja
2016-12-03,idm,Belanja
2016-12-03,mkn siang,Makanan & Minuman
2016-12-03,soe jajanan,Makanan & Minuman
2016-12-03,kbtuhn pkk,Belanja
2016-12-03,bnga bank,Investasi
2016-12-04,lstriik,Tagihan
2016-12-04,iuran blnn,Tagihan
2016-12-04,lstrk,Tagihan
2016-12-04,cemialn,Makanan & Minuman
2016-12-04,main ke mall,Hiburan
2016-12-04,pls,Tagihan
2016-12-05,income bulanna,Gaji
2016-12-05,sabun,Belanja
2016-12-05,inadomrt,Belanja
2016-12-05,bioskop,Hiburan
2016-12-05,biaya fadmn,Lainnya
2016-12-05,alfamart,Belanja
2016-12-05,go-food,Makanan & Minuman
2016-12-05,alfamart,Belanja
2016-12-05,bunga rek,Investasi
2016-12-05,biaya admin,Lainnya
2016-12-06,mam siang,Makanan & Minuman
2016-12-06,nogpi pagi,Makanan & Minuman
2016-12-06,laijn-lain,Lainnya
2016-12-06,bpjs,Tagihan
2016-12-06,mam malam,Makanan & Minuman
2016-12-06,lai-lain,Lainnya
2016-12-06,tisu,Belanja
2016-12-06,netflixan,Hiburan
2016-12-06,lain-lain,Lainnya
2016-12-07,iuran blnan,Tagihan
2016-12-07,lain-lain,Lainnya
2016-12-07,pagi kpi,Makanan & Minuman
2016-12-07,main ke mall,Hiburan
2016-12-07,idm,Belanja
2016-12-08,striming,Hiburan
2016-12-08,warteg,Makanan & Minuman
2016-12-08,gofodd,Makanan & Minuman
2016-12-08,prkir,Tagihan
2016-12-08,gof-ood,Makanan & Minuman
2016-12-08,project freelance,Gaji
2016-12-08,ke main mall,Hiburan
2016-12-08,gofood,Makanan & Minuman
2016-12-08,striming,Hiburan
2016-12-09,blnja msingguan,Belanja
2016-12-09,jajn sore,Makanan & Minuman
2016-12-09,gofodd,Makanan & Minuman
2016-12-09,tissu,Belanja
2016-12-09,gaji bln,Gaji
2016-12-09,mkn malam,Makanan & Minuman
2016-12-09,cemlan,Makanan & Minuman
2016-12-09,ioskop,Hiburan
2016-12-10,fee adm,Lainnya
2016-12-10,kpi pagi,Makanan & Minuman
2016-12-10,bank abnga,Investasi
2016-12-10,inet,Tagihan
2016-12-10,air,Tagihan
2016-12-10,lain-lain,Lainnya
2016-12-10,alfamrt,Belanja
2016-12-10,main ke mall,Hiburan
2016-12-11,cemilan,Makanan & Minuman
2016-12-11,stock dapur mingguan,Belanja
2016-12-11,phrkir,Tagihan
2016-12-11,biya adin,Lainnya
2016-12-11,bioskop,Hiburan
2016-12-11,interest,Investasi
2016-12-11,gam topup,Hiburan
2016-12-11,byaya adm,Lainnya
2016-12-12,tabungan,Investasi
2016-12-12,nyemil sore,Makanan & Minuman
2016-12-12,mkan siang,Makanan & Minuman
2016-12-12,bayar parkir,Tagihan
2016-12-13,sabun,Belanja
2016-12-13,indort,Belanja
2016-12-13,minggusan kebutuhan belanja,Belanja
2016-12-13,invlestasi,Investasi
2016-12-13,kopi-kopi pagi,Makanan & Minuman
2016-12-13,bln gaji,Gaji
2016-12-13,main ke mall,Hiburan
2016-12-14,invest,Investasi
2016-12-15,biya aadmin,Lainnya
2016-12-15,idm,Belanja
2016-12-15,lain-lain,Lainnya
2016-12-15,lain-lain,Lainnya
2016-12-15,bpjs,Tagihan
2016-12-15,lain-lakin,Lainnya
2016-12-16,bioskop,Hiburan
2016-12-16,lain-lain,Lainnya
2016-12-16,indomart,Belanja
2016-12-16,alfa,Belanja
2016-12-16,lain-lain,Lainnya
2016-12-16,cb,Investasi
2016-12-16,makna siang,Makanan & Minuman
2016-12-16,sabhun,Belanja
2016-12-17,cemilan,Makanan & Minuman
2016-12-17,byaya admin,Lainnya
2016-12-17,lain-lain,Lainnya
2016-12-17,dngopi pai,Makanan & Minuman
2016-12-18,internet,Tagihan
2016-12-18,listrik,Tagihan
2016-12-18,tisue,Belanja
2016-12-18,topup gam,Hiburan
2016-12-18,lain-lain,Lainnya
2016-12-18,ke.b pkok,Belanja
2016-12-18,biaya admin,Lainnya
2016-12-18,bpjs,Tagihan
2016-12-18,gofodd,Makanan & Minuman
2016-12-18,netflsixan,Hiburan
2016-12-18,cemilsan,Makanan & Minuman
2016-12-18,cash back,Investasi
2016-12-19,ke main mall,Hiburan
2016-12-19,pokok keb.,Belanja
2016-12-19,lain-lain,Lainnya
2016-12-19,jajn sore,Makanan & Minuman
2016-12-19,topup gam,Hiburan
2016-12-19,gmain ke all,Hiburan
2016-12-19,iuran blnan,Tagihan
2016-12-19,striming,Hiburan
2016-12-20,pulsa isi,Tagihan
2016-12-20,intrnet,Tagihan
2016-12-20,striming,Hiburan
2016-12-20,mkn malam,Makanan & Minuman
2016-12-20,striming,Hiburan
2016-12-20,mkn malam,Makanan & Minuman
2016-12-20,gai bulanan,Gaji
2016-12-20,byaya admin,Lainnya
2016-12-20,boskop,Hiburan
2016-12-21,lain-lain,Lainnya
2016-12-21,wrg nasi,Makanan & Minuman
2016-12-21,adm biaya,Lainnya
2016-12-21,pulsa,Tagihan
2016-12-21,pulsa,Tagihan
2016-12-21,prkir,Tagihan
2016-12-22,biaya adn,Lainnya
2016-12-22,lain-lain,Lainnya
2016-12-22,bia admn,Lainnya
2016-12-22,lstrk,Tagihan
2016-12-22,lakin-lain,Lainnya
2016-12-22,token,Tagihan
2016-12-22,iurn bln,Tagihan
2016-12-23,sore nyemil,Makanan & Minuman
2016-12-23,fee adm,Lainnya
2016-12-24,kopi pagi,Makanan & Minuman
2016-12-24,opup gam,Hiburan
2016-12-24,jajan sore,Makanan & Minuman
2016-12-24,pokok keb.,Belanja
2016-12-24,byajya adm,Lainnya
2016-12-24,alfamrt,Belanja
2016-12-24,air,Tagihan
2016-12-25,listrik,Tagihan
2016-12-25,mingguan belanja,Belanja
2016-12-25,lan-lain,Lainnya
2016-12-25,sabun,Belanja
2016-12-25,biokop,Hiburan
2016-12-26,lain-lain,Lainnya
2016-12-26,siang mam,Makanan & Minuman
2016-12-26,bous,Gaji
2016-12-27,sriming,Hiburan
2016-12-27,air,Tagihan
2016-12-27,alfamart,Belanja
2016-12-27,mam malam,Makanan & Minuman
2016-12-27,bioskop,Hiburan
2016-12-27,internet,Tagihan
2016-12-27,main ke mall,Hiburan
2016-12-28,gofodd,Makanan & Minuman
2016-12-28,ibya admin,Lainnya
2016-12-29,makhsi,Makanan & Minuman
2016-12-29,streming,Hiburan
2016-12-29,lainl-ain,Lainnya
2016-12-29,lain-lain,Lainnya
2016-12-30,kebutuan pokok,Belanja
2016-12-30,main ke mlal,Hiburan
2016-12-30,streming,Hiburan
2016-12-30,bpjs,Tagihan
2016-12-30,bpjs,Tagihan
2016-12-30,main ke mall,Hiburan
2016-12-30,bioskop,Hiburan
2016-12-30,lain-lain,Lainnya
2016-12-30,nalnem modal,Investasi
2016-12-31,bouns,Gaji
2016-12-31,buanan gaji,Gaji
2016-12-31,laing-lain,Lainnya
2016-12-31,lain-lain,Lainnya
2016-12-31,lain-lain,Lainnya
2016-12-31,kbtuhn pkk,Belanja
2016-12-31,alfa,Belanja
2017-01-01,lstriik,Tagihan
2017-01-01,kopi pagi,Makanan & Minuman
2017-01-01,gopud,Makanan & Minuman
2017-01-01,bioskop,Hiburan
2017-01-01,bioskop,Hiburan
2017-01-02,bjps,Tagihan
2017-01-02,admin biya,Lainnya
2017-01-02,mkan maam,Makanan & Minuman
2017-01-02,tbungan,Investasi
2017-01-02,blanja mingguan,Belanja
2017-01-02,frielns,Gaji
2017-01-03,dbpjs,Tagihan
2017-01-03,pls,Tagihan
2017-01-03,sabun,Belanja
2017-01-03,lai-lain,Lainnya
2017-01-03,bayar parkir,Tagihan
2017-01-03,lain-lain,Lainnya
2017-01-04,bisoskop,Hiburan
2017-01-04,indoamaret,Belanja
2017-01-04,tisue,Belanja
2017-01-04,gfood,Makanan & Minuman
2017-01-04,top up gme,Hiburan
2017-01-04,streming,Hiburan
2017-01-04,striming,Hiburan
2017-01-05,lstriik,Tagihan
2017-01-05,bln iurn,Tagihan
2017-01-05,otpup gam,Hiburan
2017-01-05,nisentif,Gaji
2017-01-05,kbtuhn pkk,Belanja
2017-01-05,netflixan,Hiburan
2017-01-06,bya admn,Lainnya
2017-01-06,sabun,Belanja
2017-01-06,bpjs,Tagihan
2017-01-06,prkr,Tagihan
2017-01-06,main ke magll,Hiburan
2017-01-06,lain-lain,Lainnya
2017-01-06,stremifng,Hiburan
2017-01-06,bonus,Gaji
2017-01-07,air,Tagihan
2017-01-07,parkir,Tagihan
2017-01-07,air,Tagihan
2017-01-07,tisu,Belanja
2017-01-07,interest,Investasi
2017-01-07,fee adm,Lainnya
2017-01-08,isi pulsa,Tagihan
2017-01-08,gadme isi,Hiburan
2017-01-08,pkrir,Tagihan
2017-01-08,ngopi pagi,Makanan & Minuman
2017-01-08,ash back,Investasi
2017-01-08,mam siang,Makanan & Minuman
2017-01-08,strimikng,Hiburan
2017-01-08,mkn malam,Makanan & Minuman
2017-01-09,gofodd,Makanan & Minuman
2017-01-09,main ke mall,Hiburan
2017-01-10,gfood,Makanan & Minuman
2017-01-10,lstrk,Tagihan
2017-01-10,uiran bfulanan,Tagihan
2017-01-10,tisu,Belanja
2017-01-10,freelan,Gaji
2017-01-10,gofud,Makanan & Minuman
2017-01-10,stock dpur mingguan,Belanja
2017-01-10,parkir,Tagihan
2017-01-10,game up top,Hiburan
2017-01-10,byaya adm,Lainnya
2017-01-11,malin ke mall,Hiburan
2017-01-11,netflxian,Hiburan
2017-01-11,cemilan,Makanan & Minuman
2017-01-11,lain-lain,Lainnya
2017-01-11,bioskop,Hiburan
2017-01-11,tp up game,Hiburan
2017-01-12,alfamart,Belanja
2017-01-12,bioskop,Hiburan
2017-01-12,belanja dapur,Belanja
2017-01-12,gofud,Makanan & Minuman
2017-01-13,top up game,Hiburan
2017-01-13,tp up game,Hiburan
2017-01-13,topup gam,Hiburan
2017-01-13,fee admin,Lainnya
2017-01-13,main ke mall,Hiburan
2017-01-13,sde job,Gaji
2017-01-14,mani ke mall,Hiburan
2017-01-14,intrnet,Tagihan
2017-01-14,bya admn,Lainnya
2017-01-14,byaya admn,Lainnya
2017-01-14,prkr,Tagihan
2017-01-15,lain-lain,Lainnya
2017-01-15,lain-lain,Lainnya
2017-01-15,blnan iuran,Tagihan
2017-01-15,frilens,Gaji
2017-01-15,nyemil sore,Makanan & Minuman
2017-01-15,netfdlixan,Hiburan
2017-01-16,lain-lain,Lainnya
2017-01-16,cemilan,Makanan & Minuman
2017-01-16,jajanan sfore,Makanan & Minuman
2017-01-16,lai-nlain,Lainnya
2017-01-16,kbtuhan pokk,Belanja
2017-01-16,mam siang,Makanan & Minuman
2017-01-16,lain-slain,Lainnya
2017-01-17,striming,Hiburan
2017-01-17,striming,Hiburan
2017-01-17,admn biya,Lainnya
2017-01-17,keb. pokok,Belanja
2017-01-17,lain-lain,Lainnya
2017-01-17,tisue,Belanja
2017-01-17,go-food,Makanan & Minuman
2017-01-17,tp up game,Hiburan
2017-01-17,fee amdn,Lainnya
2017-01-18,internet,Tagihan
2017-01-18,prkir,Tagihan
2017-01-18,main ke mall,Hiburan
2017-01-18,jajn sore,Makanan & Minuman
2017-01-18,byaya adm,Lainnya
2017-01-18,alfamrt,Belanja
2017-01-19,biya adm,Lainnya
2017-01-19,tp up game,Hiburan
2017-01-19,mkn siang,Makanan & Minuman
2017-01-19,indomart,Belanja
2017-01-19,air,Tagihan
2017-01-19,streming,Hiburan
2017-01-20,listrik,Tagihan
2017-01-20,wartge,Makanan & Minuman
2017-01-20,cash back,Investasi
2017-01-20,cashback,Investasi
2017-01-20,csh bahck,Investasi
2017-01-20,reelan,Gaji
2017-01-20,listrik,Tagihan
2017-01-20,indomart,Belanja
2017-01-20,akdmn fee,Lainnya
2017-01-21,bioskop,Hiburan
2017-01-21,gajian,Gaji
2017-01-21,bayar parkir,Tagihan
2017-01-21,up game tp,Hiburan
2017-01-21,jajan sore,Makanan & Minuman
2017-01-21,pls,Tagihan
2017-01-21,lain-lain,Lainnya
2017-01-22,listrik,Tagihan
2017-01-22,mam malam,Makanan & Minuman
2017-01-22,parkir,Tagihan
2017-01-22,mingguan belanja,Belanja
2017-01-22,belanja kebtuhan mingguan,Belanja
2017-01-22,streming,Hiburan
2017-01-22,nasi wrg,Makanan & Minuman
2017-01-22,parkir,Tagihan
2017-01-22,lstriik,Tagihan
2017-01-23,kpi pagi,Makanan & Minuman
2017-01-23,iurn bln,Tagihan
2017-01-23,fee adm,Lainnya
2017-01-24,amll ke ain,Hiburan
2017-01-24,belanja bnan dapur,Belanja
2017-01-24,sabun,Belanja
2017-01-24,invst,Investasi
2017-01-25,freelance project,Gaji
2017-01-25,adm byaya,Lainnya
2017-01-25,indomrt,Belanja
2017-01-25,topup gam,Hiburan
2017-01-25,tp up fgame,Hiburan
2017-01-25,prkr,Tagihan
2017-01-26,ain ke mall,Hiburan
2017-01-26,sabnu,Belanja
2017-01-26,bya adm,Lainnya
2017-01-26,admn biya,Lainnya
2017-01-26,interet,Tagihan
2017-01-27,isi pulsa,Tagihan
2017-01-27,alpamart,Belanja
2017-01-27,investasi,Investasi
2017-01-27,ckemilan,Makanan & Minuman
2017-01-27,lain-lain,Lainnya
2017-01-27,tissu,Belanja
2017-01-28,bioskop,Hiburan
2017-01-28,bpjs,Tagihan
2017-01-28,tp up game,Hiburan
2017-01-28,kopi-kopi pagi,Makanan & Minuman
2017-01-29,ngopi pagi,Makanan & Minuman
2017-01-29,striming,Hiburan
2017-01-29,tissue,Belanja
2017-01-29,belaja kebutuhan mingguan,Belanja
2017-01-29,ktuhan pokok,Belanja
2017-01-29,cshbck,Investasi
2017-01-29,bioskop,Hiburan
2017-01-29,fee admin,Lainnya
2017-01-30,bioskop,Hiburan
2017-01-30,bons,Gaji
2017-01-30,lstrk,Tagihan
2017-01-30,pkk kbtuhn,Belanja
2017-01-30,ke mall main,Hiburan
2017-01-30,kpi pasgi,Makanan & Minuman
2017-01-30,sabun,Belanja
2017-01-30,lain-lain,Lainnya
2017-01-30,gajian,Gaji
2017-01-30,ain-lain,Lainnya
2017-01-30,iuran blnan,Tagihan
2017-01-31,indomrt,Belanja
2017-01-31,tissu,Belanja
2017-01-31,main ke lmall,Hiburan
2017-01-31,cemilan,Makanan & Minuman
2017-01-31,main ke mall,Hiburan
2017-01-31,tp up game,Hiburan
2017-01-31,byaya admin,Lainnya
2017-01-31,admn bya,Lainnya
2017-01-31,sabun,Belanja
2017-02-01,blanja mingguan,Belanja
2017-02-01,lain-lain,Lainnya
2017-02-01,bioskop,Hiburan
2017-02-01,indomaret,Belanja
2017-02-01,idm,Belanja
2017-02-01,lain-lain,Lainnya
2017-02-02,netflixan,Hiburan
2017-02-02,income blnan,Gaji
2017-02-02,warteg,Makanan & Minuman
2017-02-02,parkkir,Tagihan
2017-02-02,bonus,Gaji
2017-02-02,streaming,Hiburan
2017-02-02,byaya admn,Lainnya
